1 1
2 1.9754
3 2.8842
4 3.1222 
5 3.0892
6 3.0591
7 3.0350
8 3.0230
9 2.8716
10 2.9598
11 3.0169
12 3.0082
13 2.9963
14 2.9887
15 3.0005
16 2.9932  
